image_id,text,true_label,predicted_label,similarity,correct
1056652329737433088,Could Be   #BuildTheWall #LockThemUp #DrainTheDeepState #WalkAway &amp; #KAG https://t.co/IxM9Be76k1,0,1,0.2667794,False
1042836302029316097,"@Batman2Red @Lolameatz As a eastern european when i hear about sjw ,,hard life,, https://t.co/BFZd14Lqgj",0,1,0.26446223,False
1044882574965952512,I’m not some self-obsessed Millenial SJW (but I totally would be if I could!) https://t.co/0KoRyq1cf6 https://t.co/qBBbHbVHUf,0,1,0.22345419,False
1107099455122223104,@RealJamesWoods My apologies from one of the only 200 or so Canadians left that aren't feminazi's https://t.co/mqLUv5vt42,0,1,0.27540827,False
1024975422604361728,Via: https://t.co/ahwEUSqLQd Luxurious asian wife Asa Akira fucked roughly in her delicious cunt... https://t.co/8fVZpGT3sW,0,1,0.3572922,False
1024610496786391045,#NOWPlaying JayDavinchy - JayDavinchy - Retarded Mix 1 #tuneinNOW https://t.co/bqQAmvZGz1,0,1,0.21626367,False
1056888443161272320,When You've Just Had Enough Of That Cocky Twat! https://t.co/2UqEjsqsvU,0,1,0.23715165,False
1053902722888388611,Evolve cunt! https://t.co/tqPQFFuXjG,0,1,0.20107292,False
1063016456642875392,@tony_blain @DominicRaab I think you meant cunt. Say it with flowers https://t.co/ImcHIQwuhx,0,1,0.25600877,False
1056649182549819397,me: ...  thick nigga twitter: https://t.co/HSB82sWIld,0,1,0.2454086,False
1113666961039294470,@chelleryn99 He’s a great big bearded cunt https://t.co/i6ItwT0BDd,0,1,0.27699968,False
1105344948461862912,Drug tTolla #CocainkhanNiazi  #family #genniazi bgorhy battlefield surrender against India https://t.co/M8n5eBRgIh,0,1,0.22215348,False
1109156485941153797,@PunishedScoob the true gay chad.. Tib was the realist nigga. https://t.co/fyny1NRdlp,0,1,0.15519588,False
1060994049627299840,@Antzharris10 That cunt in the rag top? Wasn’t he in father ted????😂😂 https://t.co/AOvLxGwzuc,0,1,0.22285692,False
1024659520264523776,"“Mrs Kneissl, out of five how much of a cunt is Jeremy Hunt?” https://t.co/84d2YuVl1X",0,1,0.2688904,False
1108367771807698945,Now playing Never Surrender by Corey Hart Turn it up: https://t.co/WYEBllyx63 https://t.co/g4ZV2U0XGI,0,1,0.3498791,False
1063785692084477954,Full Gallery: https://t.co/I2tuvGaSuu Desirable blonde babe in stockings and lingerie teasing her hungry cunt... https://t.co/dG1SKQm6s8,0,1,0.265627,False
1058772587784867842,Cheating cunt lag switching every time I attack zzzzzzz @konami @officialpes #UnresponsiveScriptedBullshit https://t.co/EdCtCHHhoM,0,1,0.33102995,False
1024387507855736832,How cutes this little cunt https://t.co/umhKJ0oAvl,0,1,0.25102016,False
1107755787995222016,@dabpsd Fax rs fuck this nigga https://t.co/VDkYc1o1w3,0,1,0.1907977,False
1046642625925677056,EA is retarded this is the match up they give out https://t.co/rxZHoXHxg4,0,1,0.27386993,False
1107521068175147008,@1MarkBeam Nigga said “you know what maybe I should just fuck my cat” https://t.co/MtfafGQ9v0,0,1,0.19843613,False
1113840434290266114,@AOC Just keep yacking! Nobody needs to listen to your retarded B.S. https://t.co/xzeTAhtWlO,0,1,0.21590805,False
1114642702782672896,"@AdamParkhomenko Wait, so they actually think that this malignant twat could get worse??? https://t.co/Hb2GSP9yxc",0,1,0.22030646,False
1107083158934224896,@koyakisses he called me a dyke https://t.co/B2MXduxdQ8,0,1,0.2162267,False
1116390230494523395,i look like an absolute cunt lmfao https://t.co/jINKL1RuwU,0,1,0.2552726,False
1061090802208632833,sam saw this and said THE DYKE JUMPED OUT! so i wanted to share https://t.co/Sb2hIYUKBk,0,1,0.2456882,False
1053391015585804288,Why does layabout music sound like a retard mumbling over the sound of a loose hubcap? https://t.co/5cSux0hBV2,0,1,0.21931475,False
1106601502355918848,"White trash, Trump fan, trifecta. https://t.co/djlPEjNEXk",0,1,0.2704288,False
1114733515558416384,@TheLegitTipster @SuzyLuGME Every time I see her Twitter handle my retard brain reads it as “SuzyLegume” https://t.co/mkPDMzqRUA,0,1,0.21003523,False
1116045851279990784,No-fucking-body:   My nigga: fucking with a scamming ass cna bitch 😂    Me: https://t.co/yPld0kRo2D,0,1,0.25172797,False
1115852377016471552,Let’s go neck this cunt https://t.co/vAqFkTt5zL,0,1,0.26853064,False
1063794516749164544,Great weathered out dyke near Croggan Mull. Full of flotsam however https://t.co/CjTthDpAxP,0,1,0.24845111,False
1061317776168632328,“YOU CAN’T MAKE A FUCKING FREE THROW? WTF IS WRONG WITH YOU NIGGA?” https://t.co/NTQBTCmoto,0,1,0.20307305,False
1037437316703416329,big dyke energy™ https://t.co/FtflTxy4rE,0,1,0.27560788,False
1116029291416961030,she could call me a dyke and i’d thank her! https://t.co/sZs4fn7sIY,0,1,0.2313598,False
1035156962588205056,when @CrYthsCS says something retarded again https://t.co/ycj9vh5vU1,0,1,0.28849307,False
1107271706723434497,GUYS TEXT ME AT 4013234073 I'M A GAY SMOOTH SISSY FEMBOTTOM FAGGOT AND I LOVE TO HAVE SEX WITH MEN https://t.co/ZglYly0r7D,0,1,0.27514163,False
1110022841720815616,@Joelpatrick1776 Really nigger? https://t.co/PrM1UHXQ7i,0,1,0.22105981,False
1110001812990554112,"Never Forget, Never Surrender https://t.co/IKbqHdXrL4",0,1,0.16928735,False
1041770823101689857,"People saying the term ""SJW"" on National Public Radio today https://t.co/16oeIYuC0U",0,1,0.22401601,False
1108133411804209152,Bunch of twat who think to become a Neo Nazi is something cool.. what a scum.. https://t.co/EN9r8xiKrM,0,1,0.20384331,False
1114736895672635393,told you I look like a dyke. 🥶 https://t.co/ZhOVy3u8c8,0,1,0.25609314,False
1055953317220749312,this nigger in the ghostbusters shirt kinda fine. what’s his insta https://t.co/7F6KIYGtg8,0,1,0.1969881,False
1058785949365297158,Aww the sick little inbred bluenose has threw his toys out the pram it seems! Silly cunt https://t.co/rC2ZxOLW6m,0,1,0.25394586,False
1110208015536476160,@OldManSyde Fk dis nigga monday!!! 😂 https://t.co/1kB2fl4Q9N,0,1,0.20041275,False
1113503215520296960,You know you’re in redneck country when...... https://t.co/AiuesRzxw1,0,1,0.26342255,False
1035489064986832896,Wahoo my BOLLOCKS bracelet arrived. Just need one that says TWAT. https://t.co/XBLr3fqiy4,0,1,0.2973505,False
1113085830225149952,@chuckwoolery @bertandbecky That's some Deliverance sh*t right there! Oh yeah... #BanIslam https://t.co/odXVwxI8AW,0,1,0.24755509,False
1060880142153719808,Via: https://t.co/X903AC4SlV Hot MILF with huge tits Lisa Ann is teasing her horny cunt... https://t.co/BqctFnXB1k,0,1,0.31776768,False
1106857752255758337,"""There’s a difference in nigger and black people"" https://t.co/VjdMZSO2qx",0,1,0.2529625,False
1064301073136013312,@MichaelAvenatti I could’ve told you that. I miss trolling that lil’ twat. Tell him to go fuck himself from 🇨🇦 !!!! https://t.co/M3D71V6d0x,0,1,0.26668984,False
1107418809055485952,@Moffia_ @AuntSursh How about you get to bed with uni in the morning cunt 😂 https://t.co/fdjhDbnCOs,0,1,0.22883044,False
1064228153848000513,@Yaebithezombie @not_sargon @TheRalphRetort Gamergate 2.0 is here! Gamers Rise Up! https://t.co/dAEb8FD62S,0,1,0.31665102,False
1062472236454436864,In awe of the size of this lad... absolutely retarded https://t.co/wEqPwqzD9f,0,1,0.23758878,False
1117609829667938304,Cersei’s hair should have a grown into a fierce ‘let me speak to the manager’ cunt bob by now ☹️ https://t.co/1scEmMnGSD,0,1,0.23775874,False
1054094155188748298,H. Rap Brown's US Educational System ::: Highlighting Chapter Two Of 'Die Nigger Die' https://t.co/IZDl9dwpht https://t.co/2os4PQOh3R,0,1,0.3615624,False
1061252394057486336,If you're a perthy this face probz dick'd you in the most retarded way @sherwinzd https://t.co/9Yb6eQnqxt,0,1,0.21870652,False
1110403802455265280,Break a solid nigga into pieces. https://t.co/bQT1uunHbE,0,1,0.2298486,False
1114198156961386501,Amy Adams Joins Ron Howard's HILLBILLY ELEGY for Netflix https://t.co/ZAYtCaKbST via @GeekTyrant https://t.co/cb5lzWQYe7,0,1,0.34146714,False
1109595588469899264,ahora vino a platicar con el ♥️♥️ love this nigga https://t.co/72WrlPh6SU,0,1,0.23772523,False
1061727215791099905,"Day trip to Mystery Hill in Blowing Rock, NC.  People make fun, but mountain “hillbilly’s” were some smart folks. https://t.co/SD8T76O4XA",0,1,0.22682479,False
